Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
156,Hakkenden: Eight Dogs of the East,1.5,7.42,-5.92,"38,019",1.75%,-5.94,Overrated,DNF,Studio Deen,Winter,2013,Manga,Mitsue Yamazaki,3,04/10/2021,No,Not good. Not stand outish,None,"No personality. No fun. Everyone is cartoonishly boring & tied to their backstories, which aren't interesting enough to keep me going. Relationships all feel stale & fake","Nothing is explained. Stuff happens, and it's not interesting or fun. Things don't make sense, and it's hard to follow. Events don't have any cohesion",They lived in a church with some no-name people who left no impression. TL:DR it was boring af,Kinda bad. Not good. Lots of shortcuts,None of note,I had 10 eps left and s2,"The storytelling showed bad signs almost immediately. Nothing was explained except for info dumps that needed more explaining just to make sense. Chars showed no signs of personality other than whatever the plot demanded of them. It all came out forced and lifeless. It's not enjoyable even in a so bad it's good way. Even when I did start thinking, nothing added up. It's truly a show that doesn't deserve to exist, and I only watched three episodes",,,
88,UQ Holder!,1,6.98,-5.98,"58,339",2.69%,-6.01,Overrated,DNF,J.C. Staff,Fall,2017,Manga,Youhei Suzuki,3,09/12/2020,No,Rushed in every way,None,,,,,,I had 9 eps left,,,,
74,God Eater,0.5,7.26,-6.76,"200,402",9.24%,-6.85,Overrated,DNF,ufotable,Summer,2015,Game,Takayuki Hirao,3,25/10/2020,No,Edgy vomit,None,,,,,,I had 10 eps left,,,,
231,Yuru Yuri,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
424,Ya Boy Kongming!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
328,Working!!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
298,Wolf Girl and Black Prince,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
324,Wolf Children,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
359,Witch Craft Works,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
360,White Album 2,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
294,Welcome to the NHK,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
330,Welcome to the Ballroom,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
413,Welcome to Irabu’s Office,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
242,Watamote,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
268,Vivy: Fluorite Eye’s Song,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
431,Vampire in the Garden,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
352,Unlimited Psychic Squad,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
261,Tsurune: Kazemai Koukou Kyuudoubu,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
218,Tsuritama,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
286,True Tears,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
256,Tonari No Seki-Kun: The Master of Killing Time,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
419,Tomadachi Game,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
273,Tokyo Revengers,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
407,Tokyo Majin,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
203,Tokyo Magnitude 8.0,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
399,Tokyo Godfathers,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
406,Tokyo ESP,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
269,To Your Eternity ,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
426,To Become a Real Heroine! The Unpopular Girl and the Secret Task,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
372,To Be Heroine,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
429,Tiger & Bunny,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
259,This Art Club Has a Problem!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
292,The World God Only Knows,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
409,The Way of the Househusband,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
299,The Troubled Life of Miss Kotoura,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
302,The Pilot’s Love Song,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
285,The Moment You Fall in Love,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
311,The Idaten Deities Know Only Peace,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
229,The Future Diary,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
361,The Fruit of Grisaia,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
422,The Executioner and Her Way of Life,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
239,The Eccentric Family,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
308,The Duke of Death and His Maid,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
214,The Disastrous Life of Saiki K.,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
181,The Devil is a Part Timer,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
243,The Demon Girl Next Door,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
420,The Dawn of the Witch,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
249,The Case Files of Jeweler Richard,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
326,The Boy and the Beast,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
381,The Beast Player Erin,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
309,The Aquatope on White Sand,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
316,The Anthem of the Heart,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
226,Terror in Resonance,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
434,Tegamibachi,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
397,Tari Tari,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
251,Tanaka-kun is Always Listless,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
234,Tamayura: Hitotose,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
350,Taishou Maiden Fairytale,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
267,Super Club,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
216,Sunday Without God,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
417,Summertime Render,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
355,Summer Ghost,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
288,Steins;Gate 0,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
414,Spy x Family,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
327,Spice and Wolf,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
230,Speed Grapher,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
307,Space Brothers,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
317,Sound of the Sky,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
377,Soul Eater,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
297,Sonny Boy,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
395,Slow Loop,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
245,Sketchbook: Full Color’s,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
356,Sing a Bit of Harmony,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
252,Silver Spoon,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
248,Showa Genroku Rakugo Shinju,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
338,Shimoneta,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
416,Shikimori’s Not Just a Cutie,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
380,Shiki,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
219,Shikabane Hime,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
275,Shadows House,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
349,Sekkou Boys,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
232,Seitokai Yakuindomo,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
255,Scum’s Wish,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
235,School Babysitters,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
238,Sarazanmai,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
337,Sagrada Reset,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
329,Saga of Tanya the Evil,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
392,Sabikui Bisco,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
389,Sabage-bu!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
225,Run with the Wind,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
305,Remake Our Life!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
265,ReLIFE,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
398,Redline,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
408,Re:Creators,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
358,Ranking of Kings,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
237,Psychic Princess,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
433,Princess Jellyfish,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
270,Pretty Boy Detective Club,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
430,Pompo: The Cinephile,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
314,Poco’s Udon World,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
336,Place to Place,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
402,Perfect Blue,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
401,Paranoia Agent,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
403,Paprika,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
357,Over the Sky,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
370,Outbreak Company,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
283,Our Love Has Always Been 10 Centimeters Apart,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
425,Onipan!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
274,Odd Taxi,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
318,Nura: Rise of the Yokai Clan,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
373,Nodame Cantabile,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
296,Nichijou - My Ordinary Life,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
240,Natsume’s Book of Friends,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
281,Myself; Yourself,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
369,Myriad Colors Phantom World,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
351,My Senpai is Annoying,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
300,My Roommate is a Cat,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
253,Ms. Koizumi Loves Ramen Noodles,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
374,Moribito - Guardian of the Spirit,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
260,Moriarty the Patriot,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
322,Misaki no Mayoiga,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
325,Mirai,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
400,Millennium Actress,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
345,Mieruko-chan,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
382,Michiko & Hatchin,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
304,Megalobox,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
362,Maoyu,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
363,"Love, Election, and Chocolate",,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
393,Love of Kill,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
388,Love Lab,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
421,Love After World Domination,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
368,Liz and the Blue Bird,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
333,Link Click,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
263,Let’s Make a Mug Too,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
85,Laid-Back Camp,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
250,Kyousougiga,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
342,Komi Can’t Communicate,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
277,Kokkoku,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
379,Kobato.,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
335,KINMOZA!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
224,Kids on the Slope,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
254,Kemono Friends,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
287,Katanagatari,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
289,Kakushigoto,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
411,Kaiba,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
310,Kageki Shoujo!!,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
262,Joshiraku,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
331,Is the Order a Rabbit?,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
278,Iroduku: The World in Colors,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
223,Inuyashiki,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
428,Inu-Ou,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
418,In the Heart of Kunoichi Tsubaki,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
284,I’ve Always Liked You,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
244,"I Couldn’t Become A Hero, So I Reluctantly Decided to Get a Job",,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
221,Hyouka,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
233,Humanity Has Declined,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
246,How To Keep A Mummy,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
258,Hitoribocchi No Marumaru Seikatsu,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
272,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
247,Hidamari Sketch,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
341,Hello World,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
353,Heike Monogatari,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
427,Healer Girl,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
313,Hanamaru Kindergarten,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
332,Gunslinger Girl,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
228,Guilty Crown,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
334,Grand Blue,,,,,,,,Not Seen,,,,,,,,,,,,,,,,,,,,
